Total Accesses:,7086622
Frames,Missees,Miss Rate
1, 6045027, 0.853020
2, 4459710, 0.629314
3, 4134660, 0.583446
4, 3970215, 0.560241
5, 3844156, 0.542453
6, 3764432, 0.531203
7, 3679416, 0.519206
8, 3536903, 0.499096
9, 3296698, 0.465200
10, 3060697, 0.431898
11, 2848108, 0.401899
12, 2710223, 0.382442
13, 2613068, 0.368733
14, 2520679, 0.355695
15, 2419471, 0.341414
16, 2318189, 0.327122
17, 2226716, 0.314214
18, 2143234, 0.302434
19, 2064264, 0.291290
20, 1984888, 0.280089
21, 1906936, 0.269090
22, 1832829, 0.258632
23, 1765513, 0.249133
24, 1706572, 0.240816
25, 1656706, 0.233779
26, 1615152, 0.227916
27, 1580111, 0.222971
28, 1550597, 0.218806
29, 1525775, 0.215304
30, 1504347, 0.212280
31, 1485489, 0.209619
32, 1469192, 0.207319
33, 1454277, 0.205214
34, 1440929, 0.203331
35, 1428496, 0.201576
36, 1416690, 0.199910
37, 1405656, 0.198353
38, 1395020, 0.196853
39, 1384889, 0.195423
40, 1375220, 0.194059
41, 1365913, 0.192745
42, 1356902, 0.191474
43, 1348250, 0.190253
44, 1339662, 0.189041
45, 1331275, 0.187857
46, 1323046, 0.186696
47, 1314958, 0.185555
48, 1307073, 0.184442
49, 1299206, 0.183332
50, 1291616, 0.182261
51, 1284087, 0.181199
52, 1276809, 0.180172
53, 1269837, 0.179188
54, 1262768, 0.178190
55, 1255954, 0.177229
56, 1249138, 0.176267
57, 1242471, 0.175326
58, 1235791, 0.174384
59, 1229373, 0.173478
60, 1223067, 0.172588
61, 1216801, 0.171704
62, 1210657, 0.170837
63, 1204555, 0.169976
64, 1198643, 0.169142
65, 1192715, 0.168305
66, 1187049, 0.167506
67, 1181185, 0.166678
68, 1175487, 0.165874
69, 1169735, 0.165062
70, 1164198, 0.164281
71, 1158819, 0.163522
72, 1153315, 0.162745
73, 1147960, 0.161990
74, 1142842, 0.161268
75, 1137740, 0.160548
76, 1132719, 0.159839
77, 1127691, 0.159130
78, 1122897, 0.158453
79, 1118061, 0.157771
80, 1113318, 0.157101
81, 1108675, 0.156446
82, 1104123, 0.155804
83, 1099626, 0.155169
84, 1095231, 0.154549
85, 1090868, 0.153933
86, 1086546, 0.153324
87, 1082282, 0.152722
88, 1078191, 0.152145
89, 1074082, 0.151565
90, 1069931, 0.150979
91, 1065836, 0.150401
92, 1061949, 0.149853
93, 1058039, 0.149301
94, 1054133, 0.148750
95, 1050381, 0.148220
96, 1046666, 0.147696
97, 1042908, 0.147166
98, 1039177, 0.146639
99, 1035603, 0.146135
100, 1032042, 0.145632
101, 1028486, 0.145131
102, 1024914, 0.144627
103, 1021450, 0.144138
104, 1017967, 0.143646
105, 1014445, 0.143149
106, 1011075, 0.142674
107, 1007788, 0.142210
108, 1004520, 0.141749
109, 1001102, 0.141266
110, 997741, 0.140792
111, 994506, 0.140336
112, 991201, 0.139869
113, 987896, 0.139403
114, 984652, 0.138945
115, 981381, 0.138484
116, 978262, 0.138043
117, 975140, 0.137603
118, 972079, 0.137171
119, 969092, 0.136749
120, 966068, 0.136323
121, 963017, 0.135892
122, 960049, 0.135473
123, 956998, 0.135043
124, 953937, 0.134611
125, 950895, 0.134182
126, 947903, 0.133759
127, 945083, 0.133362
128, 942203, 0.132955
129, 939398, 0.132559
130, 936545, 0.132157
131, 933743, 0.131761
132, 930987, 0.131372
133, 928205, 0.130980
134, 925484, 0.130596
135, 922739, 0.130209
136, 920082, 0.129834
137, 917462, 0.129464
138, 914867, 0.129098
139, 912276, 0.128732
140, 909676, 0.128365
141, 907148, 0.128009
142, 904629, 0.127653
143, 902138, 0.127302
144, 899620, 0.126946
145, 897190, 0.126603
146, 894724, 0.126255
147, 892284, 0.125911
148, 889854, 0.125568
149, 887453, 0.125229
150, 885085, 0.124895
151, 882695, 0.124558
152, 880224, 0.124209
153, 877809, 0.123868
154, 875475, 0.123539
155, 873096, 0.123203
156, 870764, 0.122874
157, 868417, 0.122543
158, 866043, 0.122208
159, 863767, 0.121887
160, 861535, 0.121572
161, 859305, 0.121257
162, 857165, 0.120955
163, 854980, 0.120647
164, 852721, 0.120328
165, 850589, 0.120027
166, 848420, 0.119721
167, 846257, 0.119416
168, 844135, 0.119117
169, 842023, 0.118819
170, 839941, 0.118525
171, 837817, 0.118225
172, 835802, 0.117941
173, 833754, 0.117652
174, 831689, 0.117360
175, 829663, 0.117075
176, 827621, 0.116786
177, 825561, 0.116496
178, 823516, 0.116207
179, 821666, 0.115946
180, 819681, 0.115666
181, 817683, 0.115384
182, 815729, 0.115108
183, 813751, 0.114829
184, 811822, 0.114557
185, 809879, 0.114283
186, 808013, 0.114019
187, 806146, 0.113756
188, 804358, 0.113504
189, 802449, 0.113234
190, 800597, 0.112973
191, 798751, 0.112713
192, 796929, 0.112455
193, 795138, 0.112203
194, 793367, 0.111953
195, 791595, 0.111703
196, 789831, 0.111454
197, 788107, 0.111211
198, 786361, 0.110964
199, 784610, 0.110717
200, 782820, 0.110464
201, 780993, 0.110207
202, 779228, 0.109958
203, 777526, 0.109717
204, 775685, 0.109458
205, 773960, 0.109214
206, 772202, 0.108966
207, 770471, 0.108722
208, 768776, 0.108483
209, 767083, 0.108244
210, 765418, 0.108009
211, 763742, 0.107772
212, 762117, 0.107543
213, 760425, 0.107304
214, 758774, 0.107071
215, 757137, 0.106840
216, 755475, 0.106606
217, 753768, 0.106365
218, 752100, 0.106130
219, 750453, 0.105897
220, 748845, 0.105670
221, 747250, 0.105445
222, 745591, 0.105211
223, 743977, 0.104983
224, 742396, 0.104760
225, 740922, 0.104552
226, 739316, 0.104326
227, 737764, 0.104107
228, 736257, 0.103894
229, 734695, 0.103674
230, 733068, 0.103444
231, 731499, 0.103223
232, 729945, 0.103003
233, 728396, 0.102785
234, 726790, 0.102558
235, 725271, 0.102344
236, 723712, 0.102124
237, 722138, 0.101902
238, 720515, 0.101673
239, 718976, 0.101455
240, 717381, 0.101230
241, 715849, 0.101014
242, 714363, 0.100804
243, 712948, 0.100605
244, 711498, 0.100400
245, 709983, 0.100186
246, 708551, 0.099984
247, 707043, 0.099772
248, 705561, 0.099562
249, 704105, 0.099357
250, 702635, 0.099149
251, 701242, 0.098953
252, 699814, 0.098751
253, 698399, 0.098552
254, 697012, 0.098356
255, 695590, 0.098155
256, 694169, 0.097955
257, 692757, 0.097756
258, 691374, 0.097560
259, 689997, 0.097366
260, 688579, 0.097166
261, 687268, 0.096981
262, 685899, 0.096788
263, 684514, 0.096592
264, 683246, 0.096413
265, 681883, 0.096221
266, 680543, 0.096032
267, 679186, 0.095841
268, 677864, 0.095654
269, 676496, 0.095461
270, 675159, 0.095272
271, 673912, 0.095096
272, 672564, 0.094906
273, 671277, 0.094725
274, 670026, 0.094548
275, 668662, 0.094356
276, 667303, 0.094164
277, 666003, 0.093980
278, 664744, 0.093803
279, 663423, 0.093616
280, 662088, 0.093428
281, 660885, 0.093258
282, 659594, 0.093076
283, 658366, 0.092903
284, 657111, 0.092726
285, 655818, 0.092543
286, 654539, 0.092363
287, 653316, 0.092190
288, 652070, 0.092014
289, 650839, 0.091841
290, 649646, 0.091672
291, 648439, 0.091502
292, 647205, 0.091328
293, 645973, 0.091154
294, 644753, 0.090982
